week 32,week 33,week 30,week 31,week 36,week 37,week 34,week 35,week 38,week 39,week 47,week 46,week 45,week 44,week 43,week 42,week 41,week 40,week 49,week 48,week 2,week 3,week 0,week 1,week 6,week 7,week 4,week 5,week 8,week 9,week 18,week 19,week 50,week 51,week 52,week 10,week 11,week 12,week 13,week 14,week 15,week 16,week 17,week 25,week 24,week 27,week 26,week 21,week 20,week 23,week 22,week 29,week 28
68804,69960,70949,68791,70269,70299,67735,59207,69827,70046,50717,70874,71399,71348,69756,72395,69774,70308,65126,67982,67116,64369,23665,66643,67696,61477,67709,66908,66979,68507,68381,69558,67486,41115,26502,67204,68398,67422,66154,68153,67157,67227,68476,69528,68887,69460,56632,59985,68268,68540,70430,70930,68619
